
---------- Begin Simulation Statistics ----------
simSeconds                                   0.020056                       # Number of seconds simulated (Second)
simTicks                                  20055640000                       # Number of ticks simulated (Tick)
finalTick                                 20055640000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    289.04                       # Real time elapsed on the host (Second)
hostTickRate                                 69388038                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     803324                       # Number of bytes of host memory used (Byte)
simInsts                                     21343836                       # Number of instructions simulated (Count)
simOps                                       39396425                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    73845                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     136303                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         40111281                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        50795022                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    19357                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       47130855                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  29255                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11417948                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19557205                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               19339                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            37997493                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.240367                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.001100                       # Number of insts issued each cycle (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      3053941                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         3053941                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      1122434                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       1122434                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  14443534500                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  14443534500                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      4176375                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      4176375                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.268758                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.268758                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 12868.047921                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 12868.047921                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst        25590                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total        25590                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      1096844                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      1096844                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  13233309000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  13233309000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.262631                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.262631                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 12064.896193                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 12064.896193                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  20055640000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse            63.989380                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              4150784                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            1096843                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs               3.784301                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick             6847500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst    63.989380                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999834                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999834                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           57                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3            2                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4            4                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses            9449593                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses           9449593                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  20055640000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                    214970                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                    1343398                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                     9266                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts               50814379                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                  440                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 10232838                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                 4033870                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  6465                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      4020                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     1588                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            729                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect         110178                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect       100901                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts               211079                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                 46471899                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount                46240112                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                  34425892                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                  49657462                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.152796                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.693267                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                     2302544                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                 3454685                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                 6198                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 729                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                 827571                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                  427                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    561                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples            6778153                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.502054                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             6.841516                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9                6681011     98.57%     98.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                 6162      0.09%     98.66% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                78750      1.16%     99.82% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                 1185      0.02%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                  288      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                  235      0.00%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                  259      0.00%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                  339      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                  114      0.00%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  269      0.00%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                689      0.01%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119               1051      0.02%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129               1358      0.02%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               3810      0.06%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                471      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                309      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                414      0.01%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                155      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                159      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                264      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                 81      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                 31      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229                 54      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                125      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                 75      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259                 59      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                 44      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279                 32      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                 18      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                 19      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows              323      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              900                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total              6778153                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                 9159651                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                 3554406                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       594                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       127                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  20055640000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                 4176740                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       456                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  20055640000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  20055640000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                 214970                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                 27460531                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                 1783735                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           1441                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   7972698                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles                564118                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts               52154654                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                159302                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 241338                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents                  40824                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents               1                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            86652293                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   174235408                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 66260359                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   1452649                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              64083641                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                 22568643                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      37                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  20                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                   1753485                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                         84726135                       # The number of ROB reads (Count)
system.cpu.rob.writes                       101864834                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 21343836                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   39396425                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                 17740                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp              1167502                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty          42548                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict            1149709                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq               19239                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp              19239                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq         1167503                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port      3290466                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       269630                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                  3560096                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port     70197952                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      8256576                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                  78454528                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              5644                       # Total snoops (Count)
system.l2bus.snoopTraffic                      219968                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples             1192386                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.000247                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.015700                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                   1192092     99.98%     99.98% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       294      0.02%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total               1192386                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  20055640000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy           1225788500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.1                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy          1645318392                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.1                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy           134849994                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests         2373355                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests      1186613                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            5                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               289                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          289                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst           1095755                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data             84850                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total              1180605                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst          1095755                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data            84850                       # number of overall hits (Count)
system.l2cache.overallHits::total             1180605                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            1089                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            5048                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               6137                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           1089                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           5048                       # number of overall misses (Count)
system.l2cache.overallMisses::total              6137                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     82218000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    371370500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     453588500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     82218000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    371370500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    453588500                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst       1096844                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         89898                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total          1186742                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst      1096844                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        89898                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total         1186742                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.000993                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.056153                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.005171                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.000993                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.056153                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.005171                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 75498.622590                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 73567.848653                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 73910.461137                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 75498.622590                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 73567.848653                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 73910.461137                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks            3437                       # number of writebacks (Count)
system.l2cache.writebacks::total                 3437                       # number of writebacks (Count)
system.l2cache.demandMshrHits::cpu.inst             1                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::cpu.data             1                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::total                2                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.inst            1                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.data            1                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::total               2                       # number of overall MSHR hits (Count)
system.l2cache.demandMshrMisses::cpu.inst         1088                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data         5047                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total           6135                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst         1088                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data         5047                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total          6135                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst     71257000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data    320845000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total    392102000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst     71257000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data    320845000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total    392102000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.000992                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.056141                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.005170                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.000992                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.056141                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::total     0.005170                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.demandAvgMshrMissLatency::cpu.inst 65493.566176                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::cpu.data 63571.428571                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::total 63912.306438                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.inst 65493.566176                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.data 63571.428571                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::total 63912.306438                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.replacements                      5644                       # number of replacements (Count)
system.l2cache.CleanEvict.mshrMisses::writebacks          261                       # number of CleanEvict MSHR misses (Count)
system.l2cache.CleanEvict.mshrMisses::total          261                       # number of CleanEvict MSHR misses (Count)
system.l2cache.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache.ReadExReq.hits::cpu.data         17421                       # number of ReadExReq hits (Count)
system.l2cache.ReadExReq.hits::total            17421                       # number of ReadExReq hits (Count)
system.l2cache.ReadExReq.misses::cpu.data         1818                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.misses::total           1818                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.missLatency::cpu.data    131331500                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.missLatency::total    131331500                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.accesses::cpu.data        19239                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache.ReadExReq.accesses::total        19239                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache.ReadExReq.missRate::cpu.data     0.094496                       # miss rate for ReadExReq accesses (Ratio)
system.l2cache.ReadExReq.missRate::total     0.094496                       # miss rate for ReadExReq accesses (Ratio)
system.l2cache.ReadExReq.avgMissLatency::cpu.data 72239.548955                       # average ReadExReq miss latency ((Tick/Count))
system.l2cache.ReadExReq.avgMissLatency::total 72239.548955                       # average ReadExReq miss latency ((Tick/Count))
system.l2cache.ReadExReq.mshrMisses::cpu.data         1818                       # number of ReadExReq MSHR misses (Count)
system.l2cache.ReadExReq.mshrMisses::total         1818                       # number of ReadExReq MSHR misses (Count)
